,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes
261,90,74,82,66,71,0,17,-,-,0.00,29.39,30.03,8.9,22,9.3,0,0,0,0,0
262,91,73,82,67,71,0,17,-,-,0.005,29.30,29.94,6.8,23,8.2,1,0,0,0,0
263,80,70,75,70,71,0,10,-,-,1.22,29.24,29.89,1.1,23,5.9,1,1,0,0,0
264,86,68,77,68,71,0,12,-,-,0.43,29.25,29.89,6.1,27,7.0,1,0,1,0,0
265,84,70,77,66,69,0,12,-,-,0.13,29.26,29.90,2.4,2,8.0,1,0,1,0,0
266,75,66,71,61,64,0, 6,-,-,0.06,29.36,29.98,8.6,3,9.3,1,0,0,0,0
267,81,60,71,52,61,0, 6,-,-,0.00,29.44,30.08,8.3,36,9.3,0,0,0,0,0
268,82,60,71,52,61,0, 6,-,-,0.00,29.39,30.04,4.3,24,4.7,0,0,0,0,0
269,84,65,75,63,67,0,10,-,-,0.00,29.33,29.98,6.8,22,7.6,0,0,0,0,0
270,85,67,76,58,66,0,11,-,-,0.00,29.28,29.92,6.9,30,7.7,0,1,0,0,0
271,83,63,73,58,65,0, 8,-,-,0.00,29.22,29.87,5.9,24,6.8,0,0,0,0,0
272,84,70,77,63,68,0,12,-,-,0.00,29.21,29.85,4.4,10,6.4,0,0,0,0,0
273,89,70,80,67,71,0,15,-,-,0.23,29.21,29.83,5.9,20,7.9,1,1,1,0,0
274,90,72,81,67,71,0,16,-,-,0.00,29.10,29.73,8.8,27,9.7,0,0,0,0,0
275,89,71,80,69,72,0,15,-,-,0.50,29.11,29.74,5.6,27,6.9,1,0,0,0,0
276,89,72,81,69,73,0,16,-,-,0.00,29.14,29.77,1.9,6,3.6,0,0,0,0,0
277,80,68,74,60,65,0, 9,-,-,0.00,29.28,29.90,8.6,3,9.2,0,0,0,0,0
278,85,63,74,61,67,0, 9,-,-,0.00,29.30,29.94,5.2,19,6.5,0,0,0,0,0
279,88,69,79,69,71,0,14,-,-,0.59,29.24,29.89,2.9,19,9.1,1,1,1,1,0
280,88,71,80,69,72,0,15,-,-,0.08,29.30,29.91,2.9,31,6.3,0,1,0,1,0
281,84,67,76,60,66,0,11,-,-,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0
282,81,63,72,57,63,0, 7,-,-,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0
283,78,64,71,54,61,0, 6,-,-,0.00,29.34,29.99,3.5,1,6.7,0,0,0,0,0
284,78,61,70,58,63,0, 5,-,-,0.005,29.25,29.91,3.8,28,9.6,1,0,0,0,0
285,74,61,68,53,59,0, 3,-,-,0.00,29.36,30.00,10.2,2,9.9,0,0,0,0,0
286,76,60,68,57,62,0, 3,-,-,0.00,29.36,30.01,3.5,5,6.1,0,0,0,0,0
287,77,62,70,57,62,0, 5,-,-,0.00,29.23,29.89,3.3,10,4.0,0,0,0,0,0
288,77,66,72,59,63,0, 7,-,-,0.005,29.17,29.82,3.1,8,5.2,0,0,0,0,0
289,78,65,72,60,64,0, 7,-,-,0.005,29.28,29.91,7.7,3,8.4,0,1,0,0,0
290,78,61,70,55,61,0, 5,-,-,0.00,29.49,30.11,7.5,4,9.1,0,0,0,0,0
291,82,59,71,53,61,0, 6,-,-,0.00,29.46,30.11,5.5,29,6.4,0,0,0,0,0
292,85,63,74,59,65,0, 9,-,-,0.00,29.34,30.00,8.5,25,8.8,0,0,0,0,0
293,85,65,75,58,65,0,10,-,-,0.00,29.33,29.97,6.6,26,7.0,0,0,0,0,0
294,84,65,75,64,68,0,10,-,-,0.00,29.42,30.05,4.9,5,6.0,0,0,0,0,0
295,81,67,74,59,65,0, 9,-,-,0.00,29.46,30.10,7.3,10,7.7,0,0,0,0,0
296,82,69,76,60,66,0,11,-,-,0.005,29.36,30.02,6.5,14,7.7,1,0,0,0,0
297,84,75,80,69,72,0,15,-,-,0.005,29.39,30.02,11.1,19,11.5,1,0,0,1,0
298,90,69,80,68,71,0,15,-,-,0.00,29.36,30.00,8.3,24,9.6,0,1,1,0,0
299,78,65,72,57,63,0, 7,-,-,0.00,29.38,30.03,8.7,3,10.0,0,0,0,0,0
300,74,66,70,56,61,0, 5,-,-,0.00,29.41,30.06,12.7,5,13.1,0,0,0,0,0
301,75,61,68,55,61,0, 3,-,-,0.00,29.34,30.01,7.9,7,9.5,0,0,0,0,0
302,82,60,71,57,63,0, 6,-,-,0.00,29.25,29.91,4.2,9,4.7,0,0,0,0,0
303,81,67,74,65,68,0, 9,-,-,0.02,29.15,29.80,5.7,19,6.5,1,0,0,0,0
304,84,67,76,61,66,0,11,-,-,0.005,29.29,29.91,3.6,2,6.1,0,1,0,1,0
305,87,61,74,55,64,0, 9,-,-,0.00,29.44,30.07,2.0,23,3.2,0,0,0,0,0
306,89,65,77,57,65,0,12,-,-,0.00,29.47,30.11,4.8,12,5.2,0,0,0,0,0
307,89,67,78,54,64,0,13,-,-,0.00,29.42,30.07,7.7,12,7.9,0,0,0,0,0
308,95,68,82,61,68,0,17,-,-,0.005,29.36,30.00,2.8,17,4.5,1,0,1,0,0
309,77,68,73,62,65,0, 8,-,-,0.00,29.34,29.99,11.2,1,12.1,0,0,0,0,0
310,68,63,66,63,64,0, 1,-,-,2.68,29.13,29.80,11.2,3,12.2,1,1,0,0,0
311,68,58,63,58,60,2, 0,-,-,0.01,29.28,29.92,4.3,32,4.7,1,1,0,0,0
312,74,56,65,54,59,0, 0,-,-,0.005,29.34,29.98,5.1,28,5.5,1,0,0,0,0
313,74,58,66,52,58,0, 1,-,-,0.01,29.41,30.05,7.0,26,7.4,0,0,0,0,0
314,70,53,62,54,56,3, 0,-,-,1.01,29.45,30.10,4.9,33,6.9,1,1,0,0,0
315,68,49,59,46,52,6, 0,-,-,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0
316,72,50,61,47,54,4, 0,-,-,0.00,29.54,30.20,4.0,14,4.9,0,0,0,0,0
317,79,57,68,57,62,0, 3,-,-,0.00,29.40,30.07,8.6,18,9.4,0,1,0,0,0
318,73,69,71,68,69,0, 6,-,-,0.62,29.28,29.95,6.6,23,7.1,1,1,0,0,1
319,77,69,73,71,72,0, 8,-,-,3.07,29.04,29.70,7.2,22,9.7,1,1,0,0,0
320,72,58,65,62,63,0, 0,-,-,1.75,29.01,29.66,7.2,32,9.9,1,1,0,0,0
321,65,55,60,53,56,5, 0,-,-,0.01,29.47,30.09,5.9,33,6.3,0,0,0,0,0
322,71,50,61,50,55,4, 0,-,-,0.00,29.52,30.18,5.3,24,6.2,0,0,0,0,0
323,83,58,71,56,61,0, 6,-,-,0.00,29.52,30.17,2.2,28,8.1,0,0,0,0,0
324,74,62,68,56,60,0, 3,-,-,0.00,29.62,30.27,7.2,9,7.9,0,0,0,0,0
325,79,58,69,53,60,0, 4,-,-,0.00,29.52,30.19,6.1,18,6.8,0,0,0,0,0
326,82,59,71,56,62,0, 6,-,-,0.00,29.51,30.16,2.3,12,3.1,0,0,0,1,0
327,80,60,70,61,65,0, 5,-,-,0.00,29.60,30.24,3.0,9,3.6,0,1,0,1,0
328,82,63,73,59,64,0, 8,-,-,0.00,29.65,30.30,6.7,12,7.3,0,1,0,1,0
329,83,63,73,56,63,0, 8,-,-,0.00,29.62,30.28,6.6,15,7.6,0,0,0,0,0
330,82,62,72,57,63,0, 7,-,-,0.00,29.60,30.25,2.7,21,4.9,0,0,0,0,0
331,78,66,72,61,65,0, 7,-,-,0.00,29.59,30.25,5.4,4,6.0,0,1,0,1,0
332,78,60,69,54,61,0, 4,-,-,0.00,29.47,30.14,3.5,6,4.6,0,1,0,0,0
333,80,55,68,54,60,0, 3,-,-,0.00,29.39,30.04,1.6,7,3.1,0,1,0,1,0
334,69,60,65,57,60,0, 0,-,-,0.00,29.46,30.11,7.3,4,7.4,0,0,0,0,0
335,65,56,61,57,59,4, 0,-,-,0.11,29.31,29.99,1.6,33,4.4,1,1,0,1,0
336,61,48,55,45,50,10, 0,-,-,0.01,29.27,29.94,9.3,31,9.5,0,0,0,0,0
337,62,46,,41,47,,,-,-,0.00,29.30,29.96,10.9,33,11.0,0,0,0,0,0
338,62,43,53,40,47,12, 0,-,-,0.00,29.24,29.92,9.5,28,10.1,0,0,0,0,0
339,59,49,54,43,49,11, 0,-,-,0.01,29.40,30.04,6.0,6,8.3,1,0,0,0,0
340,60,42,51,39,46,14, 0,-,-,0.00,29.57,30.23,3.1,11,4.3,0,0,0,0,0
341,61,46,54,41,49,11, 0,-,-,0.03,29.57,30.24,6.5,11,7.2,1,0,0,0,0
342,70,56,63,46,54,2, 0,-,-,0.00,29.55,30.23,8.9,12,9.1,0,0,0,0,0
343,65,56,61,52,56,4, 0,-,-,0.86,29.31,30.01,9.5,14,10.9,1,1,0,0,1
344,63,52,58,52,55,7, 0,-,-,0.29,29.20,29.86,7.4,26,8.3,1,1,0,0,0
345,69,48,59,39,49,6, 0,-,-,0.00,29.41,30.05,3.9,29,4.8,0,0,0,0,0
346,73,46,60,41,51,5, 0,-,-,0.00,29.52,30.17,5.3,11,6.1,0,0,0,0,0
347,80,55,68,50,57,0, 3,-,-,0.00,29.58,30.24,3.9,14,5.0,0,0,0,0,0
348,86,62,74,54,62,0, 9,-,-,0.00,29.61,30.26,5.8,16,6.3,0,0,0,0,0
349,79,64,72,57,63,0, 7,-,-,0.00,29.54,30.20,8.3,20,8.7,0,0,0,0,0
350,70,55,63,43,52,2, 0,-,-,0.005,29.54,30.21,1.5,34,7.2,0,0,0,0,0
351,64,50,57,51,54,8, 0,-,-,0.24,29.39,30.05,3.6,32,6.8,1,1,0,0,0
352,59,44,52,39,45,13, 0,-,-,0.00,29.57,30.24,6.7,35,8.0,0,0,0,0,0
353,56,44,50,40,46,15, 0,-,-,0.005,29.59,30.25,5.8,36,7.2,0,0,0,0,0
354,60,46,53,41,47,12, 0,-,-,0.14,29.65,30.32,2.4,7,5.3,1,1,0,0,0
355,62,44,53,37,46,12, 0,-,-,0.00,29.57,30.25,10.6,19,10.9,0,0,0,0,0
356,56,44,50,43,47,15, 0,-,-,0.31,29.54,30.21,3.2,31,7.4,1,1,0,0,0
357,55,39,47,37,43,18, 0,-,-,0.00,29.70,30.37,6.7,3,9.2,0,0,0,0,0
358,54,40,47,29,40,18, 0,-,-,0.00,29.71,30.40,12.0,12,12.6,0,0,0,0,0
359,60,40,50,34,43,15, 0,-,-,0.09,29.56,30.27,10.6,12,10.8,1,0,0,0,0
360,56,45,51,44,47,14, 0,-,-,0.63,29.25,29.97,5.6,20,6.9,1,1,0,0,0
361,53,43,48,41,45,17, 0,-,-,0.005,29.09,29.79,12.8,23,13.2,0,0,0,0,0
362,56,36,46,34,41,19, 0,-,-,0.01,29.17,29.81,17.5,27,18.4,1,0,0,0,0
363,47,34,41,28,35,24, 0,-,-,0.005,29.57,30.21,13.4,31,13.9,1,0,0,0,0
364,45,32,39,23,33,26, 0,-,-,0.00,29.60,30.31,9.9,30,10.3,0,0,0,0,0
365,51,33,42,25,35,23, 0,-,-,0.00,29.54,30.22,1.7,29,6.1,0,0,0,0,0
366,63,34,49,31,41,16, 0,-,-,0.00,29.65,30.33,9.3,19,9.4,0,0,0,0,0
367,71,49,60,46,51,5, 0,-,-,0.00,29.64,30.30,6.0,22,7.9,0,0,0,1,0
368,62,48,55,42,48,10, 0,-,-,0.04,29.33,29.98,8.1,29,8.6,1,0,0,0,0
369,65,45,55,34,46,10, 0,-,-,0.00,29.28,29.95,9.2,27,9.5,0,0,0,0,0
370,70,45,58,35,48,7, 0,-,-,0.00,29.26,29.92,4.7,26,4.8,0,0,0,0,0
371,70,49,60,36,48,5, 0,-,-,0.00,29.37,30.02,7.1,9,8.4,0,0,0,0,0
372,70,54,62,41,51,3, 0,-,-,0.00,29.28,29.95,5.1,12,5.9,0,0,0,0,0
373,75,56,66,51,56,0, 1,-,-,0.86,29.13,29.80,6.2,19,7.2,1,1,0,0,0
374,77,56,67,53,58,0, 2,-,-,0.03,29.08,29.74,8.2,24,9.2,1,1,0,1,0
375,74,57,66,55,59,0, 1,-,-,0.01,29.00,29.67,4.4,20,6.1,0,1,0,1,0
376,64,45,55,44,49,10, 0,-,-,0.00,29.26,29.87,4.7,28,11.3,0,0,0,0,0
377,67,43,55,40,47,10, 0,-,-,0.02,29.47,30.11,5.1,30,9.0,1,0,0,0,0
378,61,40,51,34,44,14, 0,-,-,0.00,29.53,30.20,2.1,7,4.5,0,0,0,0,0
379,72,44,58,32,47,7, 0,-,-,0.00,29.44,30.13,8.9,16,9.5,0,0,0,0,0
380,71,54,63,58,60,2, 0,-,-,1.03,29.08,29.77,12.9,18,14.8,1,1,1,0,1
381,69,55,62,44,53,3, 0,-,-,0.005,29.38,30.00,11.1,27,11.3,0,0,0,0,0
382,63,55,59,52,55,6, 0,-,-,0.70,29.34,29.99,4.4,15,5.8,1,1,1,0,0
383,62,47,55,41,50,10, 0,-,-,0.04,29.41,30.05,11.0,30,12.4,0,1,0,0,1
384,59,41,50,28,42,15, 0,-,-,0.00,29.67,30.32,3.3,9,6.5,0,0,0,0,0
385,67,45,56,30,45,9, 0,-,-,0.005,29.62,30.30,9.3,19,9.5,0,0,0,0,0
386,80,54,67,43,54,0, 2,-,-,0.00,29.55,30.22,12.3,21,12.4,0,0,0,0,0
387,85,61,73,43,57,0, 8,-,-,0.005,29.47,30.13,11.9,20,12.1,0,0,0,0,0
388,85,60,73,48,59,0, 8,-,-,0.00,29.44,30.09,8.1,25,10.9,0,0,0,0,0
389,70,56,63,47,54,2, 0,-,-,0.00,29.50,30.16,10.0,3,10.6,0,0,0,0,0
390,79,55,67,51,58,0, 2,-,-,0.005,29.39,30.05,4.5,8,5.5,0,0,0,0,0
391,70,56,63,47,54,2, 0,-,-,0.00,29.39,30.05,10.7,3,10.8,0,0,0,0,0
392,64,56,60,46,53,5, 0,-,-,0.08,29.33,30.00,8.7,6,9.5,1,0,0,0,1
393,76,56,66,54,58,0, 1,-,-,1.38,29.13,29.81,5.7,6,6.8,1,1,1,0,0
394,75,58,67,60,63,0, 2,-,-,0.005,29.02,29.67,6.8,24,8.3,0,1,0,1,1
395,64,55,60,51,54,5, 0,-,-,0.00,29.11,29.75,6.8,29,8.3,0,0,0,0,0
396,77,55,66,49,55,0, 1,-,-,0.00,29.23,29.87,2.0,31,6.8,0,0,0,0,0
397,79,53,66,46,55,0, 1,-,-,0.005,29.15,29.80,1.8,29,6.6,0,0,0,0,0
398,72,49,61,43,52,4, 0,-,-,0.00,29.26,29.93,2.9,9,6.3,0,0,0,0,0
399,80,52,66,54,58,0, 1,-,-,0.83,29.25,29.88,1.0,34,10.0,1,0,1,0,0
400,61,50,56,47,51,9, 0,-,-,0.06,29.42,30.07,8.3,3,9.2,1,1,0,0,0
401,61,47,54,40,48,11, 0,-,-,0.00,29.47,30.13,11.0,2,11.4,0,0,0,0,0
402,68,47,58,38,49,7, 0,-,-,0.00,29.36,30.05,5.2,5,6.4,0,0,0,0,0
403,80,47,64,43,54,1, 0,-,-,0.00,29.23,29.91,6.3,25,7.2,0,0,0,0,0
404,66,55,61,48,53,4, 0,-,-,0.005,29.26,29.92,4.7,3,7.2,1,0,0,0,0
405,74,56,65,54,59,0, 0,-,-,0.005,29.21,29.86,1.5,11,7.7,1,1,0,0,0
406,82,55,69,61,65,0, 4,-,-,0.30,29.11,29.76,6.4,25,10.0,1,1,1,1,0
407,67,56,62,53,56,3, 0,-,-,0.005,29.29,29.94,6.4,8,7.9,0,1,0,1,1
408,67,55,61,50,55,4, 0,-,-,0.04,29.21,29.88,8.5,4,9.2,1,0,0,0,0
409,60,53,57,53,54,8, 0,-,-,1.14,29.17,29.82,8.8,1,9.0,1,1,0,1,0
410,72,50,61,49,55,4, 0,-,-,0.005,29.30,29.95,5.0,6,6.7,0,0,0,0,0
411,66,56,61,52,55,4, 0,-,-,0.31,29.34,29.99,7.2,4,7.6,1,0,0,0,0
412,76,54,65,50,57,0, 0,-,-,0.00,29.34,30.00,5.1,5,5.8,0,0,0,0,0
413,81,57,69,49,58,0, 4,-,-,0.00,29.34,29.99,7.4,9,7.7,0,0,0,1,0
414,71,64,68,57,61,0, 3,-,-,1.07,29.21,29.87,10.3,11,10.7,1,1,0,0,0
415,73,63,68,60,63,0, 3,-,-,0.00,29.21,29.87,2.6,34,6.7,0,1,0,1,0
416,81,63,72,64,67,0, 7,-,-,0.11,29.15,29.79,3.7,17,5.8,1,1,1,1,0
417,88,66,77,68,70,0,12,-,-,0.87,29.03,29.68,6.3,18,10.5,1,1,1,0,0
418,88,69,79,65,70,0,14,-,-,0.00,29.13,29.74,8.3,28,8.6,0,0,0,0,0
419,86,71,79,64,69,0,14,-,-,0.005,29.17,29.80,3.3,9,3.5,1,0,0,0,0
420,89,70,80,67,71,0,15,-,-,0.06,29.15,29.77,5.3,12,7.2,1,0,1,0,0
421,92,75,84,68,73,0,19,-,-,0.00,29.22,29.85,2.8,13,4.5,0,0,0,0,0
422,93,73,83,68,73,0,18,-,-,0.78,29.21,29.85,2.1,23,4.3,0,1,0,0,0
423,93,76,85,68,73,0,20,-,-,0.00,29.15,29.77,1.8,26,4.6,0,0,0,0,0
424,86,72,79,61,67,0,14,-,-,0.00,29.20,29.83,6.4,4,8.0,0,0,0,0,0
425,90,67,79,60,67,0,14,-,-,0.05,29.18,29.80,6.0,22,6.9,1,0,0,0,0
426,83,68,76,53,62,0,11,-,-,0.00,29.08,29.71,14.1,29,14.6,0,0,0,0,0
427,78,65,72,54,61,0, 7,-,-,0.00,28.95,29.59,13.4,30,14.1,0,0,0,0,0
428,68,61,65,53,58,0, 0,-,-,0.00,29.00,29.64,8.1,30,8.3,0,0,0,0,0
429,65,57,61,54,57,4, 0,-,-,0.02,29.13,29.76,6.6,31,7.4,1,1,0,0,1
430,73,60,67,55,60,0, 2,-,-,0.00,29.31,29.94,5.7,31,7.6,0,0,0,0,0
431,79,62,71,56,62,0, 6,-,-,0.00,29.41,30.05,1.8,2,6.5,0,0,0,0,0
432,69,63,66,58,62,0, 1,-,-,0.12,29.31,29.98,3.4,14,4.7,1,1,0,0,0
433,82,61,72,59,64,0, 7,-,-,0.03,29.25,29.90,0.3,36,2.6,0,1,0,1,0
434,85,63,74,54,63,0, 9,-,-,0.00,29.20,29.84,4.2,30,5.5,0,0,0,0,0
435,76,65,71,55,61,0, 6,-,-,0.00,29.24,29.88,5.9,7,7.5,0,0,0,0,0
436,68,62,65,55,59,0, 0,-,-,0.17,29.34,29.98,7.0,8,7.4,1,0,0,0,0
437,80,63,72,58,64,0, 7,-,-,0.00,29.41,30.05,6.5,10,7.3,0,0,0,0,0
438,84,67,76,65,68,0,11,-,-,0.12,29.41,30.04,3.6,21,4.6,1,1,0,1,0
439,85,68,77,60,67,0,12,-,-,1.12,29.39,30.02,5.9,29,7.6,1,1,1,0,0
440,82,60,71,50,60,0, 6,-,-,0.00,29.41,30.05,1.9,33,5.2,0,0,0,0,0
441,78,66,72,48,59,0, 7,-,-,0.00,29.41,30.05,5.8,7,7.4,0,0,0,0,0
442,81,60,71,49,60,0, 6,-,-,0.00,29.41,30.06,7.5,16,7.7,0,0,0,0,0
443,86,67,77,62,67,0,12,-,-,0.32,29.23,29.88,10.0,25,13.8,1,1,1,0,0
444,82,65,74,57,63,0, 9,-,-,0.17,29.23,29.88,9.6,28,10.3,0,0,0,0,0
445,70,58,64,52,57,1, 0,-,-,0.005,29.21,29.86,10.1,29,10.4,1,0,0,0,0
446,73,58,66,52,58,0, 1,-,-,0.00,29.36,30.00,6.6,32,7.1,0,0,0,0,0
447,73,60,67,53,59,0, 2,-,-,0.00,29.45,30.10,1.4,4,4.6,0,0,0,0,0
448,76,59,68,56,61,0, 3,-,-,0.00,29.42,30.08,6.2,10,6.5,0,0,0,0,0
449,82,64,73,56,63,0, 8,-,-,0.00,29.33,29.99,4.9,14,6.3,0,0,0,0,0
450,79,66,73,59,64,0, 8,-,-,0.00,29.28,29.93,2.8,11,5.9,0,1,0,1,0
451,79,63,71,60,64,0, 6,-,-,0.10,29.26,29.91,1.7,1,6.0,0,1,0,1,0
452,83,62,73,60,65,0, 8,-,-,0.19,29.14,29.82,8.7,23,9.6,1,0,1,0,0
453,81,66,74,59,65,0, 9,-,-,0.005,29.08,29.71,10.8,27,11.5,0,0,0,0,0
454,82,64,73,59,65,0, 8,-,-,0.00,29.18,29.80,9.1,29,9.4,0,0,0,0,0
455,84,66,75,61,67,0,10,-,-,0.03,29.21,29.85,9.2,23,9.6,1,0,0,0,0
456,86,68,77,62,67,0,12,-,-,0.01,29.13,29.77,6.5,28,7.7,0,0,0,0,0
457,79,66,73,52,61,0, 8,-,-,0.00,29.19,29.82,3.8,3,7.1,0,0,0,0,0
458,80,65,73,57,63,0, 8,-,-,0.005,29.20,29.84,4.9,24,6.3,0,0,0,0,0
459,82,62,72,55,62,0, 7,-,-,0.00,29.29,29.92,5.9,27,6.7,0,0,0,0,0
460,75,63,69,59,63,0, 4,-,-,0.01,29.24,29.90,10.6,23,10.5,0,0,0,0,0
461,79,58,69,52,59,0, 4,-,-,0.00,29.26,29.92,6.2,26,8.4,0,0,0,0,0
462,86,68,77,61,66,0,12,-,-,0.06,29.17,29.81,11.0,21,11.3,1,0,0,0,0
463,86,69,78,63,68,0,13,-,-,0.00,29.21,29.85,1.8,5,6.2,0,1,0,1,0
464,79,66,73,56,63,0, 8,-,-,0.00,29.40,30.03,3.8,6,5.6,0,0,0,0,0
465,81,62,72,51,60,0, 7,-,-,0.00,29.44,30.08,3.4,9,5.5,0,0,0,0,0
466,74,67,71,59,63,0, 6,-,-,0.23,29.41,30.08,6.4,15,7.2,1,1,0,0,0
467,89,69,79,70,73,0,14,-,-,0.08,29.26,29.92,12.2,21,12.8,1,1,1,0,0
468,92,77,85,72,75,0,20,-,-,0.02,29.29,29.92,11.1,23,12.3,0,0,0,0,0
469,86,71,79,66,70,0,14,-,-,0.00,29.31,29.94,8.3,26,8.9,0,0,0,0,0
470,81,65,73,62,66,0, 8,-,-,0.00,29.36,29.98,6.1,2,8.7,0,0,0,0,0
471,82,63,73,56,63,0, 8,-,-,0.00,29.44,30.07,5.5,5,7.0,0,0,0,0,0
472,86,63,75,55,63,0,10,-,-,0.00,29.44,30.09,2.0,16,4.0,0,0,0,0,0
473,88,67,78,59,66,0,13,-,-,0.00,29.44,30.08,6.3,21,6.5,0,0,0,0,0
474,89,70,80,61,68,0,15,-,-,0.00,29.38,30.02,8.3,19,8.7,0,0,0,0,0
475,90,71,81,68,71,0,16,-,-,0.27,29.34,29.97,9.3,21,10.1,1,0,1,0,0
476,83,71,77,68,71,0,12,-,-,0.59,29.34,29.98,5.1,22,7.5,1,1,0,0,0
477,84,66,75,61,66,0,10,-,-,0.00,29.33,29.97,8.0,27,8.3,0,0,0,0,0
478,81,64,73,62,66,0, 8,-,-,0.61,29.15,29.82,5.9,16,8.2,1,1,1,0,0
479,79,64,72,61,65,0, 7,-,-,0.12,29.00,29.65,12.2,23,12.7,1,1,0,0,0
480,74,59,67,58,61,0, 2,-,-,0.05,29.13,29.75,10.1,27,13.2,1,0,0,0,0
481,69,58,64,52,57,1, 0,-,-,0.00,29.36,29.99,9.4,36,10.4,0,0,0,0,0
482,73,58,66,55,59,0, 1,-,-,0.00,29.44,30.08,3.5,5,7.6,0,0,0,0,0
483,79,57,68,57,62,0, 3,-,-,0.00,29.47,30.12,5.0,21,5.7,0,0,0,0,0
484,82,61,72,61,65,0, 7,-,-,0.00,29.39,30.04,8.3,21,8.6,0,0,0,0,0
485,72,64,68,64,65,0, 3,-,-,0.54,29.42,30.07,3.9,2,7.3,1,1,0,0,0
486,67,62,65,61,63,0, 0,-,-,1.19,29.41,30.07,10.7,8,11.0,1,1,0,0,0
487,71,61,66,61,63,0, 1,-,-,0.28,29.24,29.92,2.6,2,5.4,1,1,0,0,0
488,69,56,63,52,57,2, 0,-,-,0.01,29.24,29.88,10.4,31,11.1,0,0,0,0,1
489,66,51,59,47,53,6, 0,-,-,0.005,29.50,30.13,9.4,1,10.5,0,0,0,0,0
490,67,49,58,44,52,7, 0,-,-,0.00,29.60,30.26,5.3,4,6.8,0,0,0,0,0
491,71,50,61,49,55,4, 0,-,-,0.00,29.63,30.30,3.2,6,3.5,0,0,0,0,0
492,72,53,63,51,56,2, 0,-,-,0.00,29.56,30.23,3.2,8,3.9,0,0,0,0,0
493,75,57,66,55,60,0, 1,-,-,0.00,29.48,30.14,5.2,6,5.9,0,1,0,0,0
494,75,58,67,55,60,0, 2,-,-,0.00,29.49,30.14,3.8,4,4.4,0,1,0,1,0
495,78,57,68,57,62,0, 3,-,-,0.00,29.54,30.19,5.2,6,5.8,0,1,0,1,0
496,77,66,72,59,64,0, 7,-,-,0.005,29.52,30.17,6.3,8,6.6,0,0,0,0,0
497,77,63,70,59,63,0, 5,-,-,0.00,29.44,30.09,6.3,4,6.9,0,1,0,1,0
498,78,62,70,62,65,0, 5,-,-,0.00,29.41,30.05,6.9,4,8.0,0,1,0,1,0
499,77,68,73,63,66,0, 8,-,-,0.00,29.47,30.12,6.8,7,7.2,0,1,0,1,0
500,80,65,73,62,66,0, 8,-,-,0.00,29.54,30.17,6.6,7,7.3,0,1,0,1,0
501,78,64,71,59,64,0, 6,-,-,0.00,29.49,30.15,6.4,8,6.7,0,0,0,0,0
502,78,61,70,61,64,0, 5,-,-,0.00,29.47,30.12,3.2,6,4.5,0,1,0,0,0
503,79,57,68,55,61,0, 3,-,-,0.01,29.45,30.11,2.5,7,4.2,0,1,0,0,0
504,84,59,72,56,62,0, 7,-,-,0.00,29.40,30.05,1.1,13,2.7,0,0,0,0,0
505,83,63,73,58,64,0, 8,-,-,0.00,29.41,30.05,5.8,2,6.7,0,0,0,0,0
506,72,62,67,54,60,0, 2,-,-,0.00,29.54,30.18,12.5,6,13.4,0,0,0,0,0
507,71,54,63,51,57,2, 0,-,-,0.00,29.51,30.17,4.5,8,5.4,0,0,0,0,0
508,79,52,66,55,59,0, 1,-,-,0.00,29.52,30.17,5.3,3,6.7,0,0,0,0,0
509,75,58,67,55,60,0, 2,-,-,0.00,29.54,30.20,4.4,10,5.8,0,0,0,0,0
510,71,54,63,56,60,2, 0,-,-,0.44,29.34,30.02,5.9,8,7.3,1,1,0,0,1
511,69,63,66,60,62,0, 1,-,-,0.005,29.31,29.97,3.6,23,5.5,0,1,0,1,1
512,76,63,70,65,67,0, 5,-,-,0.04,29.34,29.97,5.2,18,7.3,1,1,0,0,0
513,76,62,69,63,64,0, 4,-,-,0.00,29.47,30.11,0.8,31,4.7,0,1,0,0,0
514,71,64,68,62,64,0, 3,-,-,0.00,29.49,30.15,4.1,7,4.4,0,1,0,0,0
515,70,60,65,57,60,0, 0,-,-,0.02,29.44,30.11,5.4,11,6.3,1,1,0,0,1
516,66,56,61,56,59,4, 0,-,-,0.005,29.21,29.90,3.9,26,4.6,0,1,0,0,0
517,74,53,64,53,58,1, 0,-,-,0.48,28.91,29.59,7.6,23,10.2,1,1,1,0,0
518,63,50,57,42,49,8, 0,-,-,0.005,28.98,29.61,19.8,28,20.2,1,0,0,0,0
519,58,48,53,42,48,12, 0,-,-,0.005,29.34,29.96,8.4,33,10.2,0,0,0,0,1
520,61,49,55,42,48,10, 0,-,-,0.00,29.44,30.10,4.8,3,7.0,0,0,0,0,0
521,59,44,52,46,49,13, 0,-,-,0.59,29.18,29.90,8.8,13,8.7,1,1,1,0,0
522,56,48,52,46,48,13, 0,-,-,0.17,28.87,29.56,10.0,22,11.6,1,1,0,0,1
