,Unnamed: 0,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes,Sunset,Sunrise
1249,1249,2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX TERRITANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1250,1250,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,16,1,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1251,1251,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1252,1252,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1253,1253,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,47,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1254,1254,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,6,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1255,1255,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1256,1256,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,3,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1257,1257,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1258,1258,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1259,1259,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1260,1260,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1261,1261,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1262,1262,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1263,1263,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1264,1264,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1265,1265,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1266,1266,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1267,1267,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1268,1268,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1269,1269,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1270,1270,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,26,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1271,1271,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1272,1272,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX SALINARIUS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1273,1273,2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,9,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1274,1274,2007-08-01,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1275,1275,2007-08-01,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1276,1276,2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1277,1277,2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,19,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1278,1278,2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,12,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1279,1279,2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,36,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1280,1280,2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1281,1281,2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1282,1282,2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,3,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1283,1283,2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1284,1284,2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1285,1285,2007-08-01,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000003,9,5,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1286,1286,2007-08-01,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000003,9,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1287,1287,2007-08-01,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000003,9,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1288,1288,2007-08-01,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999998,5,7,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1289,1289,2007-08-01,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999998,5,4,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1290,1290,2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1291,1291,2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1292,1292,2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1293,1293,2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1294,1294,2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,4,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1295,1295,2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,5,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1296,1296,2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,3,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1297,1297,2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1298,1298,2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,11,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1299,1299,2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1300,1300,2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1301,1301,2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1302,1302,2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1303,1303,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,17,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1304,1304,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,36,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1305,1305,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,42,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1306,1306,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1307,1307,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1308,1308,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1309,1309,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1310,1310,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1311,1311,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,33,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1312,1312,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,32,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1313,1313,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,11,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1314,1314,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,43,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
1315,1315,2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,45,0,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057614,29.989999771118164,2.799999952316284,11.0,3.900000095367432,0.0,0.0,0.0,0.5,0.0,1911.0,445.0
